vendor,area,site_name,installed_capacity,latitude,longitude
HUAWEI,BMA-03,TYBMSC-CN3P195.36,195.36,14.043333,100.7525
HUAWEI,BMA-03,DNM14B-AGN3P70.93,70.93,13.946667,100.628889
HUAWEI,BMA-03,RIT05B-AGN3P59.92,59.92,13.812839,100.639364
HUAWEI,BMA-03,DNM14A-AGN3P39.36,39.36,13.946944,100.629722
HUAWEI,BMA-03,BGC13-AGN3P36.00,36,13.81386,100.748932
HUAWEI,BMA-03,RIT05A-AGN3P36.00,36,13.835868,100.656908
HUAWEI,BMA-03,TYB02-AGN3P35.67,35.67,14.043333,100.752083
HUAWEI,BMA-03,DNM05-AN3P23.78,23.78,13.964837,100.615556
HUAWEI,BMA-03,DNM27-AN3P23.78,23.78,13.993615,100.647395
HUAWEI,BMA-03,BGC12-AN3P19.68,19.68,13.843056,100.782778
HUAWEI,BMA-03,NGC02-AN3P19.68,19.68,13.815,100.791667
HUAWEI,BMA-03,NGC15-AN3P19.68,19.68,13.797778,100.8725
HUAWEI,BMA-04,BPL08-AGN3P103.32,103.32,13.657111,100.790317
HUAWEI,BMA-04,PSP09-AGN3P36.08,36.08,13.636944,100.600278
HUAWEI,BMA-04,BBO05-AN3P19.68,19.68,13.601936,100.828635
HUAWEI,UPC-04,NKR0043-RN3P41.82,41.82,14.98,102.097778
HUAWEI,BMA-01,BBT24-AGN3P40.80,40.8,13.868056,100.406944
HUAWEI,BMA-01,NWW01-AN3P24.60,24.6,13.854722,100.535278
HUAWEI,BMA-01,PKK11-AGN3P24.6,24.6,13.927386,100.52072
HUAWEI,BMA-01,BBT06-AN3P23.00,23,13.912907,100.435103
HUAWEI,BMA-06,LTP05-AGN3P39.77,39.77,13.814124,100.57246
HUAWEI,UPC-03,KKN0030A-RN3P39.36,39.36,16.420833,102.822222
HUAWEI,UPC-03,KLS2242-PN3P15.99,15.99,16.42834,103.503243
HUAWEI,UPC-03,SKN1249-DN3P15.99,15.99,17.473056,103.459444
HUAWEI,UPC-03,UDT0014-PN3P15.99,15.99,17.364722,102.815833
HUAWEI,UPC-03,KKN0022-DN3P14.76,14.76,16.538889,102.112222
HUAWEI,UPC-03,KKN10001-DN3P13.53,13.53,16.441944,102.836111
HUAWEI,UPC-03,NKI1318-DN3P13.53,13.53,18.02165,103.077539
HUAWEI,UPC-03,NKP1608-DN3P13.53,13.53,17.626111,104.247222
HUAWEI,UPC-03,KKN0990-DN3P13.12,13.12,16.603611,103.047222
HUAWEI,UPC-03,KLS1601-DN3P12.30,12.3,16.696094,103.747042
HUAWEI,UPC-08,SRT8361-RN3P34.44,34.44,9.131337,99.349019
HUAWEI,UPC-08,PNA1019-PN3P13.12,13.12,8.450278,98.525556
HUAWEI,UPC-08,SRT0005-DN3P12.30,12.3,9.115,99.255278
HUAWEI,BMA-02,PSN13-AGN3P20.00,20,13.7075,100.413333
HUAWEI,UPC-10,RET11001-DN3P13.53,13.53,15.59821,103.789187
HUAWEI,UPC-10,MHR1622-PN3P13.12,13.12,16.2025,103.271111
HUAWEI,UPC-10,MHR2468-DN3P13.12,13.12,15.842335,103.373764
HUAWEI,UPC-10,RET0506-PN3P13.12,13.12,16.043661,103.652307
HUAWEI,UPC-01,LPG1521-DN3P12,13.21,14.897192,100.83273
HUAWEI,UPC-01,PYO3107-PN3P12,13.12,14.897192,100.83273
INVT,,STN6706-NBDC47.7,47,6.831389,99.539167
INVT,,NKI7248-PN3P20.91,20.91,17.882348,102.756428
INVT,,SRT6772-DCNB18.4,18.4,9.636389,99.669722
INVT,,SRT5805-NBDC15.9,15.9,9.726111,100.077778
INVT,,SRT5807-NBDC15.9,15.9,9.535967,99.669889
INVT,,RNG7143-NBDC15,15,9.734153,98.404888
INVT,,RNG7144-NBDC15,15,9.73805,98.42011
INVT,,SRATUC01-PN3P15,14.76,13.170833,100.932778
INVT,,CYP1604-DN1P11.48,11.48,16.373333,102.125278
INVT,,NAN1288A-PN3P11.07,11.07,18.755321,100.756844
INVT,,RYG2113-DN1P10,10,12.975278,101.210833
INVT,,RYG4002-DN1P10,10,13.0275,101.106111
INVT,,SSK1331-DN1P-PN3P9.84KW,9.84,14.621,104.421
INVT,,PTW05-AN3P7.49,7.49,13.754167,100.5225
INVT,,CMI6837A-DN1P6.15,6.15,18.450268,98.676365
INVT,,KBI0026toKBI7232-DN1P6.15,6.15,8.10145,98.8921
INVT,,CBR0103-DN1P10,4.92,13.1025,100.916944
INVT,,CBR1611-DN1P10,4.92,12.906944,100.909167
INVT,,CMI6837B-DN1P4.92,4.92,18.453772,98.675658
INVT,,NAN1288B-PN1P4.92,4.92,18.755444,100.756223
INVT,,PHE1602A-DN1P4.92,4.92,18.465553,100.182945
INVT,,PHE1602B-DN1P4.92,4.92,18.461849,100.182291
INVT,,PYO1600A-DN1P4.92,4.92,19.149557,100.27942
INVT,,PYO1600B-DN1P4.92,4.92,19.161112,100.276917
INVT,,BKFA347-NB1P4.1,4.1,13.810833,100.624167
INVT,,BKE8609-NB1P4,4,14.178611,100.700278
INVT,BMA-03,PTT6025-NB1P5,5,10.714497,14.010667
INVT,BMA-03,RST02-AN3P24.60,24.6,14.028611,100.610556
INVT,BMA-03,TYB04-AN3P22.96,22.96,14.030556,100.768056
INVT,BMA-03,PTT12-AGN3P19.68,19.68,14.04186,100.56658
INVT,BMA-03,NWN05-AN3P12,12,14.113611,100.614722
INVT,BMA-03,DNM26-AN3P11.48,11.48,13.99087,100.654467
INVT,BMA-03,BGC03-AN3P10,10,13.852625,100.703669
INVT,BMA-03,BGC04-AN3P9.84,9.84,13.834175,100.698369
INVT,BMA-03,BGC10-AN3P9.84,9.84,13.796667,100.711667
INVT,BMA-03,KGC03-AN3P9.84,9.84,13.790556,100.651944
INVT,BMA-03,LKG01-AN3P9.84,9.84,13.7229,100.779
INVT,BMA-03,LKG06-AN3P9.84,9.84,13.750556,100.792222
INVT,BMA-03,NGC12-AN3P9.84,9.84,13.858889,100.853889
INVT,BMA-03,PWT03-AN3P9.84,9.84,13.720833,100.715833
INVT,BMA-03,RIT01-AN3P9.84,9.84,13.803761,100.64693
INVT,BMA-03,RIT10-AN3P9.84,9.84,13.849652,100.66739
INVT,BMA-03,DNM32-AN3P9.63,9.63,13.931111,100.75
INVT,BMA-03,TYB09-AN3P8.61,8.61,14.13753,100.824187
INVT,BMA-03,DNM39-AN3P8.02,8.02,13.942905,100.775346
INVT,BMA-03,RST10-AN3P7.49,7.49,14.066056,100.675833
INVT,BMA-03,BKF0028-NB1P5,5,13.811111,100.706389
INVT,BMA-03,BKF1017-NB1P5,5,13.898056,100.695556
INVT,BMA-03,BKF1031-NB1P6,5,13.788889,100.745833
INVT,BMA-03,BKF1032-NB1P5,5,13.834167,100.778889
INVT,BMA-03,BKF1047-NB1P5,5,13.863283,100.831967
INVT,BMA-03,BKF1057-NB1P5,5,13.844167,100.696111
INVT,BMA-03,BKF1072-NB1P5,5,13.823056,100.721667
INVT,BMA-03,BKF1143-NB1P5,5,13.773889,100.788056
INVT,BMA-03,BKF1198-NB1P5,5,13.91,100.890556
INVT,BMA-03,BKF6018-NB1P5,5,13.899253,100.73232
INVT,BMA-03,BKF6023-NB1P5,5,13.871667,100.729444
INVT,BMA-03,BKF6029-NB1P5,5,13.730833,100.750833
INVT,BMA-03,BKF6037-NB1P5,5,13.858458,100.784698
INVT,BMA-03,BKF6056-NB1P5_POWER_OFF,5,13.808056,100.830556
INVT,BMA-03,BKF8529-NB1P5,5,13.828056,100.738056
INVT,BMA-03,BKF8530-NB1P5,5,13.842778,100.713056
INVT,BMA-03,BKF8532-NB1P5,5,13.886667,100.715556
INVT,BMA-03,BKF8597-NB1P5,5,13.861667,100.852778
INVT,BMA-03,BKF8677-NB1P5,5,13.844167,100.793056
INVT,BMA-03,PTT1002-NB1P5,5,14.036939,100.781631
INVT,BMA-03,PTT1011-NB1P5,5,14.1324,100.598
INVT,BMA-03,PTT1018-NB1P5,5,14.047778,100.709167
INVT,BMA-03,PTT6005-NB1P5,5,13.989252,100.57082
INVT,BMA-03,PTT6015-NB1P5,5,13.938889,100.553333
INVT,BMA-03,PTT6032-NB1P5,5,14.032609,100.758259
INVT,BMA-03,PTT6036-NB1P5,5,13.973421,100.448004
INVT,BMA-03,PTT6037-NB1P5,5,14.016516,100.436113
INVT,BMA-03,PTT6038-NB1P5,5,14.051389,100.440556
INVT,BMA-03,BKF1104-NB1P5,4.92,13.893333,100.810278
INVT,BMA-03,BKF1120-NB1P5,4.92,13.789579,100.726092
INVT,BMA-03,BKF8620-NB1P5,4.92,13.794167,100.815556
INVT,BMA-03,BKF8624-NB1P5,4.92,13.846667,100.888056
INVT,BMA-03,BKF8627-NB1P5,4.92,13.848056,100.838056
INVT,BMA-03,PTT0004-NB1P5,4.92,13.981022,100.564509
INVT,BMA-03,PTT0029-NB1P5,4.92,14.128889,100.754167
INVT,BMA-03,PTT1020-NB1P5,4.92,14.095487,100.641519
INVT,BMA-03,PTT1023-NB1P5,4.92,14.017318,100.663464
INVT,BMA-03,PTT1043-NB1P5,4.92,14.112291,100.687238
INVT,BMA-03,PTT1044-NB1P5,4.92,14.072222,100.887778
INVT,BMA-03,PTT1053-NB1P4,4.92,13.995142,100.844111
INVT,BMA-03,PTT1059-NB1P5,4.92,14.025288,100.687207
INVT,BMA-03,PTT1066-NB1P5,4.92,14.078056,100.591667
INVT,BMA-03,PTT1074-NB1P5,4.92,14.106389,100.709167
INVT,BMA-03,PTT1085-NB1P5,4.92,13.996667,100.693056
INVT,BMA-03,PTT1099-NB1P5,4.92,14.060556,100.749444
INVT,BMA-03,PTT1101-NB1P5,4.92,14.214167,100.846667
INVT,BMA-03,PTT1102-NB1P5,4.92,14.116667,100.868056
INVT,BMA-03,PTT1104-NB1P5,4.92,14.024167,100.893889
INVT,BMA-03,PTT1105-NB1P5,4.92,13.969167,100.712778
INVT,BMA-03,PTT1109-NB1P5,4.92,14.090556,100.474167
INVT,BMA-03,PTT1111-NB1P5,4.92,14.006667,100.368889
INVT,BMA-03,PTT1114-NB1P5,4.92,14.149167,100.710278
INVT,BMA-03,PTT6753-NB1P5,4.92,14.076667,100.451667
INVT,BMA-03,PTT6755-NB1P5,4.92,14.037778,100.558056
INVT,BMA-03,PTT6767-NB1P5,4.92,14.175278,100.845278
INVT,BMA-03,PTT6776-NB1P5,4.92,14.074167,100.381667
INVT,BMA-03,PTT7233-NB1P5,4.92,14.075278,100.496667
INVT,BMA-03,PTT8516-NB1P5,4.92,14.040556,100.796389
INVT,BMA-03,PTT8528-NB1P5,4.92,13.953056,100.745278
INVT,BMA-03,PTT8593-NB1P5,4.92,14.158056,100.868056
INVT,BMA-03,PTT8597-NB1P5,4.92,14.090556,100.7325
INVT,BMA-03,PTT8607-NB1P5,4.92,14.077778,100.846389
INVT,BMA-03,PTT8609-NB1P5,4.92,14.035,100.651667
INVT,BMA-03,PTT8652-NB1P5,4.92,14.064167,100.648889
INVT,BMA-03,PTT8704-NB1P5,4.92,14.144167,100.688056
INVT,BMA-03,PTT8752-NB1P5,4.92,14.129167,100.730556
INVT,BMA-03,PTT1107-NB1P5,4.9,14.085833,100.535556
INVT,BMA-03,PTT8642-NB1P5,4.9,13.9526,100.863
INVT,BMA-03,BKF1084-NB1P4,4.1,13.76895,100.801536
INVT,BMA-03,BKF1102-NB1P4,4.1,13.833366,100.911137
INVT,BMA-03,BKF1106-NB1P4,4.1,13.834722,100.691667
INVT,BMA-03,BKF1121-NB1P4,4.1,13.895833,100.719167
INVT,BMA-03,BKF7139-NB1P4,4.1,13.8135,100.784
INVT,BMA-03,BKF7140-NB1P4,4.1,13.7775,100.795833
INVT,BMA-03,BKF8564-NB1P4,4.1,13.8312,100.642
INVT,BMA-03,BKF8592-NB1P4,4.1,13.8361,100.77
INVT,BMA-03,BKF8600-NB1P4,4.1,13.835556,100.833889
INVT,BMA-03,BKF8616-NB1P4,4.1,13.7179,100.799
INVT,BMA-03,BKF8661-NB1P4,4.1,13.780556,100.671667
INVT,BMA-03,BKF8686-NB1P4,4.1,13.8213,100.843
INVT,BMA-03,BKF8735-NB1P4,4.1,13.8596,100.865
INVT,BMA-03,BKF8751-NB1P4,4.1,13.875833,100.714722
INVT,BMA-03,BKF8752-NB1P4,4.1,13.866,100.691
INVT,BMA-03,BKF8820-NB1P4,4.1,13.8168,100.753
INVT,BMA-03,PTT1021-NB1P4,4.1,13.991149,100.795416
INVT,BMA-03,PTT1024-NB1P4,4.1,13.964832,100.629554
INVT,BMA-03,PTT1031-NB1P4,4.1,14.016104,100.550985
INVT,BMA-03,PTT1046-NB1P4,4.1,13.948653,100.79495
INVT,BMA-03,PTT1051-NB1P4,4.1,13.957588,100.587583
INVT,BMA-03,PTT1058-NB1P4,4.1,14.004065,100.480682
INVT,BMA-03,PTT1098-NB1P4,4.1,14.145267,100.659718
INVT,BMA-03,PTT6007-NB1P4,4.1,14.001034,100.5538
INVT,BMA-03,PTT6772-NB1P4,4.1,13.968889,100.499167
INVT,BMA-03,PTT7157-NB1P4,4.1,14.033889,100.6225
INVT,BMA-03,PTT7185-NB1P4,4.1,14.032972,100.771053
INVT,BMA-03,PTT7213-NB1P4,4.1,14.086389,100.603333
INVT,BMA-03,PTT8505-NB1P4,4.1,13.954722,100.704167
INVT,BMA-03,PTT8508-NB1P4,4.1,13.984444,100.655
INVT,BMA-03,PTT8653-NB1P4,4.1,14.038889,100.415556
INVT,BMA-03,PTT8688-NB1P5,4.1,14.051667,100.461667
INVT,BMA-03,PTT8726-NB1P4,4.1,14.104167,100.5375
INVT,BMA-03,PTT0030-NB1P4,4.09,14.056389,100.570278
INVT,BMA-03,PTT1048-NB1P4,4.09,13.971944,100.646111
INVT,BMA-03,PTT7183-NB1P4,4.09,14.088889,100.654167
INVT,BMA-03,BKF0053-NB1P4,4,13.930278,100.841389
INVT,BMA-03,BKF0059-NB1P4,4,13.805833,100.886389
INVT,BMA-03,BKF1002-NB1P4,4,13.896389,100.862778
INVT,BMA-03,BKF1015-NB1P4,4,13.860556,100.702778
INVT,BMA-03,BKF1035-NB1P4,4,13.788333,100.780833
INVT,BMA-03,BKF1081-NB1P4,4,13.781944,100.829722
INVT,BMA-03,BKF1127-NB1P4,4,13.75,100.869167
INVT,BMA-03,BKF1128-NB1P4,4,13.775833,100.723889
INVT,BMA-03,BKF1141-NB1P4,4,13.793056,100.796667
INVT,BMA-03,BKF1197-NB1P4,4,13.871667,100.773056
INVT,BMA-03,BKF1278-NB1P4,4,13.803056,100.68
INVT,BMA-03,BKF6025-NB1P4,4,13.785927,100.753766
INVT,BMA-03,BKF6060-NB1P4,4,13.8325,100.651389
INVT,BMA-03,BKF6772-NB1P4,4,13.921389,100.710278
INVT,BMA-03,BKF7157-NB1P4,4,13.93645,100.768606
INVT,BMA-03,BKF8547-NB1P4,4,13.795556,100.838056
INVT,BMA-03,BKF8587-NB1P4,4,13.8,100.771389
INVT,BMA-03,BKF8670-NB1P4,4,13.8225,100.754167
INVT,BMA-03,BKF8736-NB1P4,4,13.744389,100.088139
INVT,BMA-03,BKF8737-NB1P4,4,13.915,100.782778
INVT,BMA-03,BKF8766-NB1P4,4,13.856667,100.805
INVT,BMA-03,PTT1108-NB1P4,4,14.041389,100.544722
INVT,BMA-03,PTT6707-NB1P4,4,13.993667,100.894139
INVT,BMA-03,PTT6751-NB1P4,4,14.027386,100.620886
INVT,BMA-03,PTT6752-NB1P4,4,14.125278,100.598472
INVT,BMA-03,PTT6754-NB1P4,4,13.976944,100.524722
INVT,BMA-03,PTT6788-NB1P4,4,14.022,100.675889
INVT,BMA-03,PTT6795-NB1P4,4,14.045167,100.431331
INVT,BMA-03,PTT7115-NB1P4,4,14.048,100.676164
INVT,BMA-03,PTT8518-NB1P4,4,14.07175,100.630747
INVT,BMA-03,PTT8563-NB1P4,4,13.932357,100.65181
INVT,BMA-03,PTT8564-NB1P4,4,14.019556,100.778803
INVT,BMA-03,PTT8565-NB1P4,4,13.938056,100.732222
INVT,BMA-03,PTT8568-NB1P4,4,13.978611,100.628333
INVT,BMA-03,PTT8585-NB1P4,4,14.031472,100.616472
INVT,BMA-03,PTT8647-NB1P4,4,13.986667,100.509722
INVT,BMA-03,PTT8664-NB1P4,4,14.017915,100.541282
INVT,BMA-03,PTT8706-NB1P4,4,14.128694,100.606472
INVT,BMA-03,PTT8724-NB1P4,4,13.97325,100.865994
INVT,BMA-03,PTT8740-NB1P4,4,13.930556,100.71
INVT,UPC-06,SRB0029-PN3P33.21,33.21,14.482461,100.908299
INVT,UPC-06,AYT1304-DN3P24.60,24.6,14.332778,100.62
INVT,UPC-06,LBR0023-PN3P21.32,21.32,14.807074,100.450939
INVT,UPC-06,ATG0011-PN3P19.68,19.68,14.581915,100.485521
INVT,UPC-06,NKW1239-PN3P19.68,19.68,15.6803,100.101
INVT,UPC-06,SBR0008-PN3P19.68,19.68,14.9552,100.377
INVT,UPC-06,UTT1153-PN3P19.68,19.68,15.372686,100.029371
INVT,UPC-06,CNT1907-DN3P15.17,15.17,15.176,100.131694
INVT,UPC-06,LBR1307-DN1P13.53,13.53,15.201889,101.131389
INVT,UPC-06,AYT1308-PN1P12.30,12.3,14.255806,100.697
INVT,UPC-06,SRB0010-DN1P11.07,11.07,14.345194,100.863583
INVT,UPC-06,CNT1237-PN3P9.84,9.84,15.186025,100.128747
INVT,UPC-06,CNT1241-DN3P9.84,9.84,14.985278,100.009722
INVT,UPC-06,NKW0567-DN1P9.84,9.84,15.636178,100.48053
INVT,UPC-06,NKW1085-DN3P9.84,9.84,15.262604,100.336683
INVT,UPC-06,NKW8557-DN1P9.84,9.84,15.726843,100.126347
INVT,UPC-06,SRB0037-DN3P9.84,9.84,14.648056,101.199167
INVT,UPC-06,LBR0012-DN1P9.43,9.43,15.068611,100.717389
INVT,UPC-06,LBR0001-DN3P8.20,8.2,14.793806,100.636108
INVT,UPC-06,ATG0007-DN1P6.15,6.15,14.497025,100.452108
INVT,UPC-06,AYT6028-DN1P6.15,6.15,14.320819,100.426497
INVT,UPC-06,SRB6023-DN1P6.15,6.15,14.541108,100.857306
INVT,UPC-06,NKW2008-DN3P9.84,5,6.449289,100.063167
INVT,UPC-06,AYT0018-DN1P4.92,4.92,14.464167,100.538056
INVT,UPC-06,AYT1101-DN3P4.92,4.92,14.339606,100.5435
INVT,UPC-06,AYT1305-DN3P4.92,4.92,14.190581,100.605639
INVT,UPC-06,AYT8658-DN1P4.92,4.92,14.444111,100.714106
INVT,UPC-06,CNT1244-DN1P4.92,4.92,15.3025,100.087111
INVT,UPC-06,LBR0018-DN1P4.92,4.92,15.206889,100.835189
INVT,UPC-06,LBR0024-DN1P4.92,4.92,14.883497,100.626611
INVT,UPC-06,LBR6004-DN1P4.92,4.92,15.078111,101.015111
INVT,UPC-06,LBR6010-DN1P4.92,4.92,14.814722,100.514722
INVT,UPC-06,NKW1070-DN3P4.92,4.92,15.746792,99.786836
INVT,UPC-06,NKW1076-DN3P4.92,4.92,15.94175,99.98211
INVT,UPC-06,NKW1082-DN3P4.92,4.92,15.312953,99.718807
INVT,UPC-06,NKW8005-DN1P4.92,4.92,15.783483,99.522012
INVT,UPC-06,SBR6006-NB1P4.92,4.92,14.764722,100.387778
INVT,UPC-06,SRB0039-DN1P4.92,4.92,14.596608,100.045389
INVT,UPC-06,UTT0620-DN1P4.92,4.92,15.468591,99.539226
INVT,UPC-06,UTT0621-DN3P4.92,4.92,15.458029,99.892156
INVT,UPC-06,UTT1603-DN1P4.92,4.92,15.31343,99.718158
INVT,UPC-06,UTT8520-DN1P4.92,4.92,15.038051,99.595687
INVT,UPC-06,ATG0002-NB1P4.10,4.1,14.605278,100.422778
INVT,UPC-06,ATG1101-NB1P4.10,4.1,14.556667,100.205556
INVT,UPC-06,ATG1201-NB1P4.10,4.1,14.570833,100.425556
INVT,UPC-06,ATG8506-NB1P4.10,4.1,14.630833,100.458333
INVT,UPC-06,ATG8528-NB1P4.10,4.1,14.583333,100.440833
INVT,UPC-06,SBR1004-NB1P4.10,4.1,14.851944,100.370556
INVT,UPC-06,SBR8501-NB1P4.10,4.1,14.891667,100.39
INVT,UPC-06,SBR8507-NB1P4.10,4.1,14.878056,100.415833
INVT,UPC-06,SBR8511-NB1P4.09,4.09,14.900278,100.396667
INVT,UPC-07,PBR0016-PN3P32.80,32.8,13.123889,99.881667
INVT,UPC-07,SPB1031-PN3P31.57,31.57,14.447778,100.091667
INVT,UPC-07,KCN0006-PN3P29.11,29.11,13.965278,99.641667
INVT,UPC-07,NKT0020-RN3P27.88,27.88,13.811246,100.1361
INVT,UPC-07,SMK0020-PN3P24.19,24.19,13.521664,100.187139
INVT,UPC-07,PCK0002-PN3P20.50,20.5,11.8025,99.796669
INVT,UPC-07,RCB1024-PN3P19.68,19.68,13.701712,99.892026
INVT,UPC-07,PBR1102-DN3P15.99,15.99,13.9625,100.511667
INVT,UPC-07,RCB0003-DN3P14.76,14.76,13.553303,99.82553
INVT,UPC-07,SMK6005-DN1P13.12,13.12,13.590278,100.110833
INVT,UPC-07,KCN6009-DN1P12.30,12.3,14.064444,99.485833
INVT,UPC-07,KCN6034-DN1P12.30,12.3,14.113056,99.194167
INVT,UPC-07,SPB0037-DN3P12.30,12.3,14.866944,100.079167
INVT,UPC-07,SMK1007-DN1P11.48,11.48,13.565631,100.321322
INVT,UPC-07,KCN0008-DN1P11.07,11.07,13.910556,99.769167
INVT,UPC-07,NKT8618-DN1P11.07,11.07,14.006667,99.9675
INVT,UPC-07,PCK0006-DN3P11.07,11.07,13.9625,100.511389
INVT,UPC-07,SPB0011-DN1P11.07,11.07,14.374167,99.901389
INVT,UPC-07,PCK0004-DN1P10.66,10.66,13.09,99.941389
INVT,UPC-07,SPB6014-DN1P10.25,10.25,14.219722,100.020833
INVT,UPC-07,NGK11-AN3P10,10,13.704182,100.283115
INVT,UPC-07,RCB0007-DN3P9,10,13.811742,99.881266
INVT,UPC-07,KCN1014-DN1P9.84,9.84,14.016537,99.534271
INVT,UPC-07,KCN1021-DN1P9.84,9.84,13.843056,99.408889
INVT,UPC-07,KCN1105-DN1P9.84,9.84,14.021778,99.539244
INVT,UPC-07,KCN6025-DN1P9.84,9.84,15.151667,98.449444
INVT,UPC-07,KCN6026-DN1P9.84,9.84,14.746667,98.625556
INVT,UPC-07,NKT0019-DN1P9.84,9.84,13.780833,100.228889
INVT,UPC-07,NKT1102-DN1P9.84,9.84,13.702778,100.243611
INVT,UPC-07,NKT1415-DN1P9.84,9.84,14.025556,100.172222
INVT,UPC-07,PBR1201-DN1P9.84,9.84,12.819061,99.802861
INVT,UPC-07,PBR6005-DN1P9.84,9.84,13.078611,99.945833
INVT,UPC-07,PCK1011-DN1P9.84,9.84,11.348711,99.486964
INVT,UPC-07,PCK6010-DN1P9.84,9.84,12.077961,99.856589
INVT,UPC-07,RCB1015-DN1P9.84,9.84,13.544071,99.333325
INVT,UPC-07,SMK1002-DN1P9.84,9.84,13.549167,100.236944
INVT,UPC-07,SMK1102-DN1P9.84,9.84,13.933333,100.454444
INVT,UPC-07,SMS0007-DN3P9.84,9.84,13.354908,99.921857
INVT,UPC-07,SMS1201-DN1P9.84,9.84,13.425084,99.988531
INVT,UPC-07,SPB0014-DN1P9.84,9.84,14.845556,99.692778
INVT,UPC-07,SPB6007-DN1P9.84,9.84,14.631667,100.017778
INVT,UPC-07,NKT0015-DN1P9.02,9.02,13.961944,100.084444
INVT,UPC-07,PBR0013-DN3P9.02,9.02,12.755003,99.961522
INVT,UPC-07,PBR0021-DN1P9.02,9.02,12.954167,99.725833
INVT,UPC-07,PCK0009-DN1P9.02,9.02,13.9625,100.511667
INVT,UPC-07,KCN6018-DN1P8.20,8.2,13.997778,99.658333
INVT,UPC-07,NKT6017-DN1P6.56,6.56,13.748333,100.317778
INVT,UPC-07,SMK6008-DN1P5.74,5.74,13.625278,100.263889
INVT,UPC-07,KCN0020-NB1P5,5,13.954497,99.704861
INVT,UPC-07,KCN0046-NB1P5,5,14.0311,99.839703
INVT,UPC-07,KCN1002-NB1P5,5,14.233611,99.063886
INVT,UPC-07,KCN1015-NB1P5,5,14.329167,99.673889
INVT,UPC-07,KCN1019-NB1P5,5,14.057497,99.426111
INVT,UPC-07,KCN1034-NB1P5,5,13.785237,100.269347
INVT,UPC-07,KCN1103-NB1P5,5,14.001667,99.546667
INVT,UPC-07,KCN1104-NB1P5,5,13.929997,99.72
INVT,UPC-07,KCN1207-NB1P5,5,13.997794,99.758431
INVT,UPC-07,KCN1213-NB1P5,5,14.435861,99.130608
INVT,UPC-07,KCN6048-NB1P5,5,15.301167,98.389139
INVT,UPC-07,KCN6701-NB1P5,5,13.932014,99.082861
INVT,UPC-07,KCN6729-NB1P5,5,13.813909,100.722615
INVT,UPC-07,NKT1507-NB1P5,5,13.787366,100.281835
INVT,UPC-07,SMK0003-NB1P5,5,13.538056,100.231667
INVT,UPC-07,SMK1011-NB1P5,5,13.684167,100.32
INVT,UPC-07,SMK8549-NB1P5,5,13.572778,100.374444
INVT,UPC-07,SMK8578-NB1P5,5,13.787366,100.281808
INVT,UPC-07,SMK8583-NB1P5,5,13.695979,100.566181
INVT,UPC-07,SMK8618-NB1P5,5,13.676075,100.319443
INVT,UPC-07,SMS1002-NB1P5,5,13.494444,99.926389
INVT,UPC-07,SMS8533-NB1P5,5,13.426389,100.041389
INVT,UPC-07,SPB0032-NB1P5,5,14.634473,100.226938
INVT,UPC-07,SPB1003-NB1P5,5,14.466667,100.224444
INVT,UPC-07,SPB1011-NB1P5,5,14.871636,99.973089
INVT,UPC-07,SPB1203-NB1P5,5,14.303561,99.963519
INVT,UPC-07,SPB6791-NB1P5,5,14.484146,100.125949
INVT,UPC-07,SPB8519-NB1P5,5,14.774167,100.257778
INVT,UPC-07,SPB8538-NB1P5,5,14.485913,100.123407
INVT,UPC-07,SPB8545-NB1P5,5,14.485966,100.123296
INVT,UPC-07,KCN1214-NB1P5,4.92,13.963625,99.81105
INVT,UPC-07,KCN6021-DN1P4.92,4.92,14.332778,99.513889
INVT,UPC-07,KCN8502-NB1P5,4.92,14.037222,99.476944
INVT,UPC-07,NKT0021-DN1P4.92,4.92,13.799167,100.048611
INVT,UPC-07,NKT0023-DN1P4.92,4.92,14.0825,99.988333
INVT,UPC-07,NKT01004-DN1P4.92,4.92,13.809167,100.070556
INVT,UPC-07,NKT1013-NB1P5,4.92,13.903576,100.219368
INVT,UPC-07,NKT8605-NB1P5,4.92,13.795556,100.170556
INVT,UPC-07,NKT8609-NB1P5,4.92,13.733144,100.052001
INVT,UPC-07,NKT8623-NB1P5,4.92,13.9575,100.206389
INVT,UPC-07,NKT8645-NB1P5,4.92,13.826667,100.284444
INVT,UPC-07,PCK1016-PN3P4.92,4.92,12.55,99.959994
INVT,UPC-07,PCK1101-DN1P4.92,4.92,12.580411,99.946439
INVT,UPC-07,RCB0016-DN1P4.92,4.92,13.370447,99.83872
INVT,UPC-07,RCB1017-NB1P5,4.92,13.626667,99.809167
INVT,UPC-07,RCB1022-NB1P5,4.92,13.641885,100.016418
INVT,UPC-07,SMK1012-NB3P5,4.92,13.549778,100.274281
INVT,UPC-07,SMS8519-DN1P4.92,4.92,13.460692,99.945303
INVT,UPC-07,KCN1212-NB1P4,4.1,13.971368,99.310358
INVT,UPC-07,KCN6008-NB1P4,4.1,14.116119,99.405447
INVT,UPC-07,KCN6804-NB1P4,4.1,14.056555,99.498111
INVT,UPC-07,KCN7002-NB1P4,4.1,14.009547,99.545864
INVT,UPC-07,KCN7181-NB1P4,4.1,14.052778,99.473889
INVT,UPC-07,KCN7182-NB1P4,4.1,13.862746,99.818335
INVT,UPC-07,KCN8503-NB1P4,4.1,14.060927,99.491734
