vendor,area,site_name,installed_capacity,latitude,longitude
GROWATT,UPC-02,PCT6726-NB1P4,4.14,16.25513,100.45491
GROWATT,UPC-02,PCT6730-NB1P4,4.14,16.23333,100.26667
GROWATT,UPC-02,PCT6732-NB1P4,4.14,16.33977,100.41692
GROWATT,UPC-02,PCT8804-NB1P4,4.14,16.20513,100.47237
GROWATT,UPC-02,PSN1937-NB1P4,4.14,16.69742,100.32317
GROWATT,UPC-02,PSN6706-NB1P4,4.14,16.78658,100.32619
GROWATT,UPC-02,PSN6711-NB1P4,4.14,16.82481,100.25858
GROWATT,UPC-02,PSN6735-NB1P4,4.14,17.18333,100.78333
GROWATT,UPC-02,PSN6737-NB1P4,4.14,17.13862,100.2254
GROWATT,UPC-02,PSN6762-NB1P4,4.14,17.16667,100.11667
GROWATT,UPC-02,PSN6764-NB1P4,4.14,16.56667,100.13333
GROWATT,UPC-02,PSN6765-NB1P4,4.14,16.6397,99.99954
GROWATT,UPC-02,PSN6773-NB1P4,4.14,16.96505,100.26951
GROWATT,UPC-02,PSN6776-NB1P4,4.14,16.71667,100.06667
GROWATT,UPC-02,PSN6798-NB1P4,4.14,16.92256,100.6175
GROWATT,UPC-02,PSN6810-NB1P4,4.14,16.60853,100.37155
GROWATT,UPC-02,PSN6811-NB1P4,4.14,17.03333,100.35
GROWATT,UPC-02,PSN8532-NB1P4,4.14,16.80813,100.42928
GROWATT,UPC-02,SKT1920-NB1P4,4.14,16.91837,99.84995
GROWATT,UPC-02,SKT6709-NB1P4,4.14,17.1135,99.65461
GROWATT,UPC-02,SKT6720-NB1P4,4.14,17.10151,99.47456
GROWATT,UPC-02,SKT6726-NB1P4,4.14,17.37085,99.69556
GROWATT,UPC-02,SKT6731-NB1P4,4.14,16.75604,99.7575
GROWATT,UPC-02,SKT6734-NB1P4,4.14,16.8449,99.7498
GROWATT,UPC-02,SKT7135-NB1P4,4.14,16.7007,99.7822
GROWATT,UPC-02,SKT7140-NB1P4,4.14,17.043835,100.029136
GROWATT,UPC-02,SKT7182-NB1P4,4.14,17.04784,99.89705
GROWATT,UPC-02,SKT8527-NB1P4,4.14,17.079,99.839
GROWATT,UPC-02,SKT8546-NB1P4,4.14,17.31667,99.96667
GROWATT,UPC-02,SKT8803-NB1P4,4.14,17.00778,99.823
GROWATT,UPC-02,UTR6706-NB1P4,4.14,17.48405,100.12469
GROWATT,UPC-02,UTR6736-NB1P4,4.14,17.6195,100.06998
GROWATT,UPC-02,KPP2362-NB1P4,4.1,16.48344,99.52153
GROWATT,UPC-02,KPP3171-NB1P4,4.1,16.48344,99.52153
GROWATT,UPC-02,KPP6701-NB1P4,4.1,16.48344,99.52153
GROWATT,UPC-02,KPP6719-NB1P4,4.1,16.60538,99.52956
GROWATT,UPC-02,KPP6720-NB1P4,4.1,16.48344,99.52153
GROWATT,UPC-02,KPP6722-NB1P4,4.1,16.48344,99.52153
GROWATT,UPC-02,KPP6725-NB1P4,4.1,16.48344,99.52153
GROWATT,UPC-02,KPP6726-NB1P4,4.1,16.401,99.452
GROWATT,UPC-02,KPP6739-NB1P4,4.1,16.02471,99.82616
GROWATT,UPC-02,KPP6745-NB1P4,4.1,16.48344,99.52153
GROWATT,UPC-02,KPP6748-NB1P4,4.1,16.48344,99.52153
GROWATT,UPC-02,KPP6761-NB1P4,4.1,16.48344,99.52153
GROWATT,UPC-02,KPP7100-NB1P4,4.1,16.613318,99.372781
GROWATT,UPC-02,KPP7127-NB1P4,4.1,16.48575,99.472
GROWATT,UPC-02,KPP7192-NB1P4,4.1,16.48344,99.52153
GROWATT,UPC-02,KPP8506-NB1P4,4.1,16.48344,99.52153
GROWATT,UPC-02,KPP8508-NB1P4,4.1,16.48344,99.52153
GROWATT,UPC-02,KPP8514-NB1P4,4.1,16.48344,99.52153
GROWATT,UPC-02,KPP8528-NB1P4,4.1,16.11,99.915
GROWATT,UPC-02,KPP8853-NB1P4,4.1,16.38522,99.56783
GROWATT,UPC-02,PCB1159-NB1P4,4.1,15.996191,101.066523
GROWATT,UPC-02,PCB1871-NB1P4,4.1,15.995508,101.183014
GROWATT,UPC-02,PCB6702-NB1P4,4.1,16.419041,101.160561
GROWATT,UPC-02,PCB6712-NB1P4,4.1,16.65977,101.01944
GROWATT,UPC-02,PCB6780-NB1P4,4.1,16.41904,101.16056
GROWATT,UPC-02,PCB7128-NB1P4,4.1,16.447377,101.157579
GROWATT,UPC-02,PCB8503-NB1P4,4.1,16.795422,101.239984
GROWATT,UPC-02,PCB8506-NB1P4,4.1,16.416758,101.146802
GROWATT,UPC-02,PCB8513-NB1P4,4.1,16.891416,101.221068
GROWATT,UPC-02,PCB8562-NB1P4,4.1,16.357923,101.102168
GROWATT,UPC-02,PCB8802-NB1P4,4.1,16.15488,100.79476
GROWATT,UPC-02,PCT3036-NB1P4,4.1,16.21363,100.62953
GROWATT,UPC-02,PCT6705-NB1P4,4.1,16.01705,100.53663
GROWATT,UPC-02,PCT8548-NB1P4,4.1,16.188901,100.56434
GROWATT,UPC-02,PCT8578-NB1P4,4.1,16.441839,100.348793
GROWATT,UPC-02,PCT8581-NB1P4,4.1,16.456164,100.343654
GROWATT,UPC-02,PSN0012A-NB1P4,4.1,16.85439,100.21908
GROWATT,UPC-02,PSN2005-NB1P4,4.1,16.580356,100.298335
GROWATT,UPC-02,PSN6715-NB1P4,4.1,16.82481,100.25858
GROWATT,UPC-02,PSN6725-NB1P4,4.1,16.813284,100.242883
GROWATT,UPC-02,PSN6733-NB1P4,4.1,16.865154,100.284865
GROWATT,UPC-02,PSN6758-NB1P4,4.1,16.82481,100.25858
GROWATT,UPC-02,PSN6760-NB1P4,4.1,16.82481,100.25858
GROWATT,UPC-02,PSN6824-NB1P4,4.1,16.76806,100.20215
GROWATT,UPC-02,PSN8506-NB1P4,4.1,16.809839,100.287489
GROWATT,UPC-02,PSN8512-NB1P4,4.1,16.825485,100.23832
GROWATT,UPC-02,PSN8515-NB1P4,4.1,16.825283,100.283037
GROWATT,UPC-02,PSN8522-NB1P4,4.1,16.872354,100.193869
GROWATT,UPC-02,PSN8547-NB1P4,4.1,16.835767,100.224856
GROWATT,UPC-02,SKT6701-NB1P4,4.1,17.21628,99.89423
GROWATT,UPC-02,SKT6708-NB1P10,4.1,17.54539,99.79267
GROWATT,UPC-02,SKT6717-NB1P4,4.1,17.00778,99.823
GROWATT,UPC-02,SKT6733-NB1P4,4.1,17.00778,99.823
GROWATT,UPC-02,SKT6737-NB1P4,4.1,17.069273,99.779155
GROWATT,UPC-02,SKT6757-NB1P4.1,4.1,17.315727,99.77509
GROWATT,UPC-02,SKT8516-NB1P4,4.1,17.01946,99.82372
GROWATT,UPC-02,SKT8525-NB1P4,4.1,17.014531,99.751127
GROWATT,UPC-02,TAK6702-NB1P4,4.1,16.86968,99.12898
GROWATT,UPC-02,TAK6703-NB1P4,4.1,16.86968,99.12898
GROWATT,UPC-02,TAK6714-NB1P4,4.1,16.86968,99.12898
GROWATT,UPC-02,TAK6724-NB1P4,4.1,16.86968,99.12898
GROWATT,UPC-02,TAK7127-NB1P4,4.1,16.86968,99.12898
GROWATT,UPC-02,TAK7265-NB1P4,4.1,16.86968,99.12898
GROWATT,UPC-02,TAK8514-NB1P4,4.1,16.86968,99.12898
GROWATT,UPC-02,TAK8521-NB1P4,4.1,16.86968,99.12898
GROWATT,UPC-02,TAK8535-NB1P4,4.1,16.86968,99.12898
GROWATT,UPC-02,TAK8539-NB1P4,4.1,16.86968,99.12898
GROWATT,UPC-02,TAK8549-NB1P4,4.1,16.86968,99.12898
GROWATT,UPC-02,TAK8807-NB1P4,4.1,16.86968,99.12898
GROWATT,UPC-02,UTR1610-NB1P4,4.1,17.549588,100.105326
GROWATT,UPC-02,UTR3116-NB1P4,4.1,17.605345,100.12362
GROWATT,UPC-02,UTR6724-NB1P4,4.1,17.62557,100.09421
GROWATT,UPC-02,UTR6749-NB1P4,4.1,17.63607,100.05258
GROWATT,UPC-02,UTR8515-NB1P4,4.1,17.62557,100.09421
GROWATT,UPC-02,UTR8521-NB1P5,4.1,17.628617,100.102741
GROWATT,UPC-02,UTR8538-NB1P4,4.1,17.61865,100.12414
GROWATT,UPC-02,PCB6706-NB1P4,4.08,16.503101,101.214971
GROWATT,UPC-02,PCB6726-NB1P4,4.08,16.64942,101.21603
GROWATT,UPC-02,PCB8532-NB1P4,4.08,16.44042,101.19307
GROWATT,UPC-02,PCB8571-NB1P4,4.08,16.60447,101.15685
GROWATT,UPC-02,PCT6716-NB1P4,4.08,16.09394,100.39572
GROWATT,UPC-02,PCT6719-NB1P4,4.08,16.17542,100.40492
GROWATT,UPC-02,PCT6725-NB1P4,4.08,16.123121,100.453262
GROWATT,UPC-02,PCT6733-NB1P4,4.08,16.21112,100.29585
GROWATT,UPC-02,PSN6763-NB1P4,4.08,16.82481,100.258583
GROWATT,UPC-02,PSN6788-NB1P4,4.08,16.39489,100.6759
GROWATT,UPC-02,SKT6758-NB1P4,4.01,16.9026,99.88485
GROWATT,UPC-02,SKT6780-NB1P4,4,16.931,99.729
GROWATT,UPC-01,CMI1978-NB1P5,5.18,19.89404,99.22396
GROWATT,UPC-01,CMI6771-NB1P5,5.18,19.91229,99.17409
GROWATT,UPC-01,CMI6809-NB1P5,5.18,19.91687,99.29105
GROWATT,UPC-01,CRI1917-NB1P5,5.18,19.2069,99.51908
GROWATT,UPC-01,CMI1805-NB1P5,5.18,18.79038,98.98468
GROWATT,UPC-01,CMI6740-NB1P5,5.18,18.79382,99.08576
GROWATT,UPC-01,CMI6813-NB1P5,5.18,18.83,99.112
GROWATT,UPC-01,CMI6839-NB1P4,5.18,18.79038,98.98468
GROWATT,UPC-01,CMI6849-NB1P5,5.18,18.968,98.953
GROWATT,UPC-01,CMI6856-NB1P5,5.18,18.61328,98.85113
GROWATT,UPC-01,CMI7275-NB1P5,5.18,18.79038,98.98468
GROWATT,UPC-01,CRI1522-NB1P5,5.18,19.86742,99.77746
GROWATT,UPC-01,CRI1916-NB1P5,5.18,20.14054,99.84572
GROWATT,UPC-01,CRI6722-NB1P5,5.18,19.90858,99.8325
GROWATT,UPC-01,CRI6723-NB1P5,5.18,19.61609,99.84991
GROWATT,UPC-01,CRI6747-NB1P5,5.18,20.24027,100.41285
GROWATT,UPC-01,CRI6750-NB1P5,5.18,20.14558,100.50709
GROWATT,UPC-01,CRI6785-NB1P5,5.18,19.49811,99.71981
GROWATT,UPC-01,CRI7297-NB1P5,5.18,19.90858,99.8325
GROWATT,UPC-01,PHE1919-NB1P5,5.18,18.25983,100.23239
GROWATT,UPC-01,PYO6727-NB1P5,5.18,19.34813,99.80461
GROWATT,UPC-01,PYO6735-NB1P5,5.18,19.25242,99.82377
GROWATT,UPC-01,CMI6770-NB1P5,5.17,18.930601,98.940033
GROWATT,UPC-01,LPN1919-NB1P5,5.17,18.58054,99.00745
GROWATT,UPC-01,NAN6747-NB1P5,5.17,19.0806,101.15436
GROWATT,UPC-01,PHE6719-NB1P5,5.17,18.04212,99.73743
GROWATT,UPC-01,CMI1628-NB1P5,5.1,19.93402,99.16881
GROWATT,UPC-01,CMI8710-NB1P5,5.1,18.79038,98.98468
GROWATT,UPC-01,CMI8746-NB1P5,5.1,18.79038,98.98468
GROWATT,UPC-01,CMI8764-NB1P5,5.1,18.79038,98.98468
GROWATT,UPC-01,CMI8787-NB1P5,5.1,20.00121,99.26128
GROWATT,UPC-01,CMI8836-NB1P5,5.1,18.72935,99.0637
GROWATT,UPC-01,CRI8547-NB1P5,5.1,19.81992,99.76783
GROWATT,UPC-01,CRI8549-NB1P4,5.1,19.90858,99.8325
GROWATT,UPC-01,CRI8586-NB1P5,5.1,19.90858,99.8325
GROWATT,UPC-01,LPG1934-NB1P5,5.1,18.25484,99.46818
GROWATT,UPC-01,LPG6722A-NB1P5,5.1,18.797704,99.576335
GROWATT,UPC-01,LPG6722B-DN1P5,5.1,18.79767,99.57636
GROWATT,UPC-01,LPN1985-NB1P5,5.1,18.611863,99.057009
GROWATT,UPC-01,LPN6736-NB1P5,5.1,18.49495,98.96184
GROWATT,UPC-01,LPN6738-NB1P5,5.1,18.4055,98.72861
GROWATT,UPC-01,NAN1602-NB1P5,5.1,18.63318,100.74875
GROWATT,UPC-01,NAN7267-NB1P4,5.1,18.765343,100.761439
GROWATT,UPC-01,NAN8507-NB1P5,5.1,18.78272,100.76698
GROWATT,UPC-01,NAN8510-NB1P5,5.1,18.79292,100.72972
GROWATT,UPC-01,PHE7137-NB1P4,5.1,18.13968,100.14316
GROWATT,UPC-01,PHE8510-NB1P5,5.1,18.14589,100.14103
GROWATT,UPC-01,PHE8513-NB1P5,5.1,18.14589,100.14103
GROWATT,UPC-01,PHE8516-NB1P5,5.1,18.14589,100.14103
GROWATT,UPC-01,PHE8519-NB1P5,5.1,18.02206,100.1098
GROWATT,UPC-01,PHE8539-NB1P5,5.1,18.14589,100.14103
GROWATT,UPC-01,PHE8550-NB1P5,5.1,18.299,100.246
GROWATT,UPC-01,PHE8800-NB1P5,5.1,17.85432,99.67869
GROWATT,UPC-01,PYO1604-NB1P5,5.1,19.19203,99.87883
GROWATT,UPC-01,CMI8533-NB1P5,5,18.48534,98.80259
GROWATT,UPC-01,CMI8713-NB1P5,5,18.85502,98.99573
GROWATT,UPC-01,CMI8778-NB1P5,5,18.4505,98.71359
GROWATT,UPC-01,CMI8832-NB1P5,5,18.79038,98.98468
GROWATT,UPC-01,CMI8852-NB1P5,5,18.79038,98.98468
GROWATT,UPC-01,CMI8933-NB1P5,5,18.799656,99.051898
GROWATT,UPC-01,PHE1810-NB1P5,5,18.21669,100.16075
GROWATT,UPC-01,CMI1644-NB1P5,4.92,18.664,98.912
GROWATT,UPC-01,CMI1806-NB1P5,4.92,18.820575,99.168014
GROWATT,UPC-01,CMI1923-NB1P5,4.92,18.737436,99.078231
GROWATT,UPC-01,CMI1927-NB1P5,4.92,18.889855,98.962
GROWATT,UPC-01,CMI1975-NB1P5,4.92,18.798874,99.046692
GROWATT,UPC-01,CMI2006-NB1P5,4.92,18.835,98.974
GROWATT,UPC-01,CMI2381-NB1P5,4.92,18.859,98.726
GROWATT,UPC-01,CMI6704-NB1P5,4.92,18.758584,99.136917
GROWATT,UPC-01,CMI6741-NB1P5,4.92,19.220011,98.845978
GROWATT,UPC-01,CMI6747-NB1P5,4.92,19.78508,99.16196
GROWATT,UPC-01,CMI6858-NB1P5,4.92,18.768342,99.143902
GROWATT,UPC-01,CMI8743-NB1P5,4.92,18.849,99.089
GROWATT,UPC-01,CMI8751-NB1P5,4.92,18.725,99.175
GROWATT,UPC-01,CMI8777-NB1P5,4.92,18.44879,98.74787
GROWATT,UPC-01,CMI8863-NB1P5,4.92,18.695,98.911
GROWATT,UPC-01,CRI1804-NB1P5,4.92,20.44543,99.924872
GROWATT,UPC-01,CRI1959-NB1P5,4.92,20.462239,99.953793
GROWATT,UPC-01,CRI1963-NB1P5,4.92,19.54998,99.727313
GROWATT,UPC-01,CRI8571-NB1P5,4.92,20.42195,99.88629
GROWATT,UPC-01,LPG1910-NB1P5,4.92,18.277497,99.435891
GROWATT,UPC-01,LPG1956-NB1P5,4.92,18.31641,99.4333
GROWATT,UPC-01,LPG6707-NB1P5,4.92,18.287766,99.463211
GROWATT,UPC-01,LPG6758-NB1P5,4.92,18.259204,99.710738
GROWATT,UPC-01,LPN1903-NB1P5,4.92,18.651423,99.036087
GROWATT,UPC-01,LPN6727-NB1P5,4.92,18.618,99.101
GROWATT,UPC-01,LPN6730-NB1P5,4.92,17.936423,98.905194
GROWATT,UPC-01,LPN6741-NB1P5,4.92,18.668194,99.01664
GROWATT,UPC-01,LPN8532-NB1P5,4.92,18.51538,98.878024
GROWATT,UPC-01,MHS8514-NB1P5,4.92,19.30029,97.96852
GROWATT,UPC-01,MHS8516-NB1P5,4.92,19.30029,97.96852
GROWATT,UPC-01,PHE8540-NB1P5,4.92,18.046,100.119
GROWATT,UPC-01,PYO6754-NB1P5,4.92,19.337005,99.815681
GROWATT,UPC-01,PYO7230-NB1P5,4.92,19.178498,99.834789
GROWATT,UPC-01,CRI1615-NB1P5,4.9,20.20097,99.91794
GROWATT,UPC-01,CRI1620-NB3P5,4.9,19.95267,99.84778
GROWATT,UPC-01,CRI2124-NB1P5,4.9,19.90858,99.8325
GROWATT,UPC-01,CRI6701-NB1P5,4.9,20.36033,99.89291
GROWATT,UPC-01,CRI7166-NB1P5,4.9,20.44586,99.90983
GROWATT,UPC-01,CRI8513-NB1P5,4.9,19.88791,99.82057
GROWATT,UPC-01,CRI8592-NB1P5,4.9,20.38872,99.90083
GROWATT,UPC-01,CRI8595-NB1P5,4.9,20.42054,99.98634
GROWATT,UPC-01,LPG6736-NB1P5,4.9,18.31135,99.74012
GROWATT,UPC-01,LPG8525-NB1P5,4.9,18.22064,99.38792
GROWATT,UPC-01,LPG8533-NB1P5,4.9,18.29232,99.49277
GROWATT,UPC-01,LPG8546-NB1P5,4.9,18.29232,99.49277
GROWATT,UPC-01,LPG8563-NB1P5,4.9,18.30573,99.56716
GROWATT,UPC-01,LPG8608-NB1P5,4.9,18.29232,99.49277
GROWATT,UPC-01,LPN1600-NB1P5,4.9,18.58054,99.00745
GROWATT,UPC-01,LPN8531-NB1P5,4.9,18.58054,99.00745
GROWATT,UPC-01,LPN8540-NB1P5,4.9,18.52314,99.08663
GROWATT,UPC-01,MHS8800-NB1P5,4.9,19.30029,97.96852
GROWATT,UPC-01,CMI6723-NB1P5,4.14,19.3136,98.935574
GROWATT,UPC-01,CMI6745-NB1P4,4.14,18.79038,98.98468
GROWATT,UPC-01,CMI6862-NB1P4,4.14,18.76677,99.07911
GROWATT,UPC-01,CRI6706-NB1P4,4.14,20.39523,100.29568
GROWATT,UPC-01,CRI6730-NB1P4,4.14,19.80524,99.97582
GROWATT,UPC-01,CRI6734-NB1P4,4.14,20.32716,99.96516
GROWATT,UPC-01,CRI6739-NB1P4,4.14,19.71455,100.28822
GROWATT,UPC-01,CRI6753-NB1P4,4.14,19.61812,99.79123
GROWATT,UPC-01,CRI6761-NB1P4,4.14,20.26107,100.36765
GROWATT,UPC-01,CRI6771-NB1P4,4.14,18.79038,98.98468
GROWATT,UPC-01,CRI6796-NB1P4,4.14,19.92684,100.23986
GROWATT,UPC-01,CRI6798-NB1P4,4.14,19.653,100.28
GROWATT,UPC-01,CRI7283-NB1P4,4.14,20.27204,99.92197
GROWATT,UPC-01,CRI8582-NB1P4,4.14,19.96645,100.00991
GROWATT,UPC-01,LPG1906-NB1P4,4.14,18.51492,99.64241
GROWATT,UPC-01,LPG1925-NB1P4,4.14,18.13865,99.46559
GROWATT,UPC-01,LPG6728-NB1P4,4.14,18.26228,99.76658
GROWATT,UPC-01,LPG6739-NB1P4,4.14,19.09283,99.61568
GROWATT,UPC-01,LPG6773-NB1P4,4.14,17.88542,99.38683
GROWATT,UPC-01,LPG8540-NB1P4,4.14,18.29232,99.49277
GROWATT,UPC-01,LPG8560-NB1P4,4.14,18.29232,99.49277
GROWATT,UPC-01,LPN6729-NB1P4,4.14,18.67294,99.14445
GROWATT,UPC-01,LPN6739-NB1P4,4.14,18.43605,98.7079
GROWATT,UPC-01,NAN6708-NB1P4,4.14,19.19284,100.88713
GROWATT,UPC-01,NAN6716-NB1P4,4.14,18.792919,100.729721
GROWATT,UPC-01,NAN6743-NB1P4,4.14,18.792919,100.729721
GROWATT,UPC-01,NAN6752-NB1P4,4.14,18.792919,100.729721
GROWATT,UPC-01,NAN6769-NB1P4,4.14,19.06785,100.77633
GROWATT,UPC-01,PHE1804-NB1P4,4.14,18.30337,100.16025
GROWATT,UPC-01,PHE6707-NB1P4,4.14,18.34739,100.17338
GROWATT,UPC-01,PHE6715-NB1P4,4.14,17.97099,100.00029
GROWATT,UPC-01,PHE6717-NB1P4,4.14,18.19929,100.23296
GROWATT,UPC-01,PHE6720-NB1P4,4.14,18.10481,99.86384
GROWATT,UPC-01,PHE6734-NB1P4,4.14,18.418725,100.10312
GROWATT,UPC-01,PHE8542-NB1P4,4.14,18.31361,100.18615
GROWATT,UPC-01,PYO1807-NB1P4,4.14,19.27689,100.03374
GROWATT,UPC-01,PYO6708-NB1P4,4.14,19.64191,100.35266
GROWATT,UPC-01,PYO6710-NB1P4,4.14,19.53651,100.2493
GROWATT,UPC-01,PYO6726-NB1P4,4.14,19.17597,100.07201
GROWATT,UPC-01,PYO6731-NB1P4,4.14,19.38758,100.16355
GROWATT,UPC-01,PYO6750-NB1P4,4.14,19.28739,99.97093
GROWATT,UPC-01,CMI1622-NB1P4,4.1,18.79038,98.98468
GROWATT,UPC-01,CMI1952-NB1P4,4.1,19.95878,99.28209
GROWATT,UPC-01,CMI1954-NB1P4,4.1,18.79038,98.98468
GROWATT,UPC-01,CMI6277-NB1P4,4.1,18.79038,98.98468
GROWATT,UPC-01,CMI6444-NB1P4,4.1,18.79038,98.98468
GROWATT,UPC-01,CMI6464-NB1P4,4.1,18.68,98.92
GROWATT,UPC-01,CMI6480-NB1P4,4.1,18.79038,98.98468
GROWATT,UPC-01,CMI6497-NB1P4,4.1,18.79038,98.98468
GROWATT,UPC-01,CMI6719-NB1P4,4.1,18.79038,98.98468
GROWATT,UPC-01,CMI6729-NB1P4,4.1,19.07602,98.30235
GROWATT,UPC-01,CMI6742-NB1P4,4.1,18.82026,99.05025
GROWATT,UPC-01,CMI6744-NB1P4,4.1,19.41363,99.20593
GROWATT,UPC-01,CMI6748-NB1P4,4.1,19.38417,99.16468
GROWATT,UPC-01,CMI6782-NB1P4,4.1,18.79038,98.98468
GROWATT,UPC-01,CMI6784-NB1P4,4.1,18.79038,98.98468
GROWATT,UPC-01,CMI6790-NB1P4,4.1,19.73447,99.175551
GROWATT,UPC-01,CMI6833-NB1P4,4.1,18.79038,98.98468
GROWATT,UPC-01,CMI6850-NB1P4,4.1,18.79038,98.98468
GROWATT,UPC-01,CMI6884-NB1P4,4.1,19.73148,99.068167
GROWATT,UPC-01,CMI6893-NB1P4,4.1,18.79038,98.98468
GROWATT,UPC-01,CMI6895-NB1P4,4.1,18.79038,98.98468
GROWATT,UPC-01,CMI7611-NB1P4,4.1,18.90015,99.09408
GROWATT,UPC-01,CMI7676-NB1P4,4.1,19.91486,99.20396
GROWATT,UPC-01,CMI8518-NB1P4,4.1,18.79038,98.98468
GROWATT,UPC-01,CMI8519-NB1P5,4.1,18.93672,98.99602
GROWATT,UPC-01,CMI8527-NB1P4,4.1,18.6963,99.04701
GROWATT,UPC-01,CMI8531-NB1P4,4.1,18.694,98.978
GROWATT,UPC-01,CMI8538-NB1P4,4.1,18.84185,99.09424
GROWATT,UPC-01,CMI8540-NB1P4,4.1,18.79038,98.98468
GROWATT,UPC-01,CMI8541-NB1P4,4.1,18.79038,98.98468
GROWATT,UPC-01,CMI8740-NB1P4,4.1,18.79038,98.98468
GROWATT,UPC-01,CMI8742-NB1P4,4.1,18.79038,98.98468
GROWATT,UPC-01,CMI8748-NB1P5,4.1,18.75593,99.24631
GROWATT,UPC-01,CMI8772-NB1P4,4.1,18.628,98.767
GROWATT,UPC-01,CMI8798-NB1P4,4.1,18.79038,98.98468
GROWATT,UPC-01,CMI8804-NB1P4,4.1,18.79038,98.98468
GROWATT,UPC-01,CMI8845-NB1P4,4.1,18.55951,98.82596
GROWATT,UPC-01,CRI0020-NB1P4,4.1,20.12465,99.86665
GROWATT,UPC-01,CRI1603-NB3P4,4.1,19.50284,99.9923
GROWATT,UPC-01,CRI1616-NB1P4,4.1,19.908581,99.832497
GROWATT,UPC-01,CRI1901-NB1P4,4.1,19.608781,99.760133
GROWATT,UPC-01,CRI1911-NB1P4,4.1,19.71803,99.686356
GROWATT,UPC-01,CRI1921-NB1P4,4.1,19.68333,99.8
GROWATT,UPC-01,CRI1957-NB1P5,4.1,19.84152,99.719488
GROWATT,UPC-01,CRI3189-NB1P4,4.1,19.1772,99.50556
GROWATT,UPC-01,CRI6218-NB1P4,4.1,19.908581,99.832497
GROWATT,UPC-01,CRI6258-NB1P4,4.1,19.90858,99.8325
GROWATT,UPC-01,CRI6740-NB1P4,4.1,19.908581,99.832497
GROWATT,UPC-01,CRI6742-NB1P4,4.1,19.485089,99.816624
GROWATT,UPC-01,CRI6745-NB1P4,4.1,19.908581,99.832497
GROWATT,UPC-01,CRI6749-NB1P4,4.1,19.908581,99.832497
GROWATT,UPC-01,CRI6791-NB1P4,4.1,20.0286,100.00111
GROWATT,UPC-01,CRI7603-NB1P4,4.1,19.90858,99.8325
GROWATT,UPC-01,CRI8507-NB1P4,4.1,18.56659,100.09569
GROWATT,UPC-01,CRI8533-NB1P4,4.1,20.18885,99.85635
GROWATT,UPC-01,CRI8565-NB1P4,4.1,20.27384,100.40451
GROWATT,UPC-01,CRI8587-NB1P4,4.1,20.313699,100.070061
GROWATT,UPC-01,CRI8601-NB1P4,4.1,19.894852,99.979561
GROWATT,UPC-01,CRI8655-NB1P4,4.1,19.90858,99.8325
GROWATT,UPC-01,CRI8662-NB1P4,4.1,19.90858,99.8325
GROWATT,UPC-01,CRI8802-NB4P1,4.1,19.57408,99.82861
GROWATT,UPC-01,LPG1613-NB1P4,4.1,18.29232,99.49277
GROWATT,UPC-01,LPG1907-NB1P4,4.1,18.353466,99.4364
GROWATT,UPC-01,LPG6702-NB1P4,4.1,18.121925,99.485675
GROWATT,UPC-01,LPG6725-NB1P4,4.1,18.98394,99.61334
GROWATT,UPC-01,LPG6782-NB1P4,4.1,18.002049,99.188957
GROWATT,UPC-01,LPG8524-NB1P4,4.1,18.161773,99.404045
GROWATT,UPC-01,LPG8528-NB1P4,4.1,18.29232,99.49277
GROWATT,UPC-01,LPN1603-NB1P5,4.1,18.58054,99.00745
GROWATT,UPC-01,LPN1611-NB1P4,4.1,18.58054,99.00745
GROWATT,UPC-01,LPN6731-NB1P4,4.1,18.58054,99.00745
GROWATT,UPC-01,LPN6758-NB1P4,4.1,18.281144,98.840332
GROWATT,UPC-01,LPN8505-NB1P4,4.1,18.58054,99.00745
GROWATT,UPC-01,LPN8506-NB1P5,4.1,18.58054,99.00745
GROWATT,UPC-01,LPN8516-NB1P4,4.1,18.301814,98.816606
GROWATT,UPC-01,LPN8541-NB1P5,4.1,18.58054,99.00745
GROWATT,UPC-01,LPN8568-NB1P4,4.1,18.58054,99.00745
GROWATT,UPC-01,LPN8569-NB1P5,4.1,18.58054,99.00745
GROWATT,UPC-01,MHS6712-DN1P4,4.1,19.30029,97.96852
GROWATT,UPC-01,MHS6776-NB1P4,4.1,19.30029,97.96852
GROWATT,UPC-01,MHS8515-NB1P4,4.1,19.30029,97.96852
GROWATT,UPC-01,NAN6737-NB1P4,4.1,19.287376,100.860549
GROWATT,UPC-01,NAN6738-NB1P4,4.1,19.292435,100.875848
GROWATT,UPC-01,NAN6763-NB1P5,4.1,18.7445,101.01118
GROWATT,UPC-01,PYO3181-NB1P4,4.1,19.19203,99.87883
GROWATT,UPC-01,CRI8577-NB1P4,4.08,19.90858,99.8325
GROWATT,UPC-01,NAN6727-NB1P4,4.08,19.59717,101.08495
GROWATT,UPC-01,NAN6896-NB1P4,4.08,19.592111,100.992371
GROWATT,UPC-01,NAN7254-NB1P4,4.08,18.51527,100.54473
GROWATT,UPC-01,NAN8511-NB1P4,4.08,18.79292,100.72972
GROWATT,UPC-01,PHE8503-NB1P5,4.08,18.14253,100.1499
GROWATT,UPC-01,PHE8525-NB1P4,4.08,18.142,100.199
GROWATT,UPC-01,PHE8530-NB1P4,4.08,18.57841,100.22447
GROWATT,UPC-01,PYO1522-NB1P4,4.08,19.19203,99.87883
GROWATT,UPC-01,PYO3108-NB1P4,4.08,19.19203,99.87883
GROWATT,UPC-01,PYO7209-NB1P4,4.08,19.14524,99.91847
